distance,radeg,raerr,decl,decerr,RHJD,Airmass,Vphot,BVphot,UBphot,VRphot,RIphot,VIphot,Usat,Bsat,Vsat,Rsat,Isat,V,eV,B-V,eB-V,U-B,eU-B,V-R,eV-R,R-I,eR-I,V-I,eV-I,Vzero,BVzero,UBzero,VRzero,RIzero,VIzero,fieldID,source
1.6,47.0428213,0,40.9557235,0,55895.839,1.162,0,0,0,0,0,0,0,0,0,0,0,2.158,0.001,0.033,0.001,99.999,9.999,99.999,9.999,99.999,9.999,0.012,0.001,0.002,-0.048,0,0.008,0.044,0.016, 0000200007,28
1.6,47.0428213,0,40.9557235,0,55895.839,1.161,0,0,0,0,0,0,0,0,0,0,0,2.109,0.001,0.083,0.001,99.999,9.999,-0.071,0.001,0.005,0.001,-0.036,0.001,0.002,-0.048,0,0.008,0.044,0.016, 0000200007,28
3.6,47.0433998,0,40.9561248,0,55895.9228,1.66,0,0,0,0,0,0,0,0,0,0,0,2.088,0.001,0.073,0.001,99.999,9.999,-0.043,0.001,0.058,0.001,-0.021,0.001,0.013,-0.102,0,-0.001,-0.004,0.025, 0007800069,28
3.9,47.0432712,0,40.9564142,0,55896.5349,1.801,0,0,0,0,0,0,0,0,0,0,0,2.077,0.001,0.026,0.001,99.999,9.999,-0.037,0.001,-0.064,0.001,-0.095,0.001,-0.077,-0.047,0,0,0.008,-0.008, 0000100036,28
3.4,47.043071,0,40.956373,0,55896.6099,1.24,0,0,0,0,0,0,0,0,0,0,0,2.113,0.001,-0.003,0.001,99.999,9.999,0.018,0.001,-0.003,0.001,0.011,0.001,-0.062,-0.01,0,0,-0.004,-0.009, 0000200009,28
3.2,47.0432503,0,40.9560857,0,55896.6939,1.03,0,0,0,0,0,0,0,0,0,0,0,2.042,0.002,0.091,0.003,99.999,9.999,0.067,0.003,99.999,9.999,99.999,9.999,0.762,-0.273,0,0.14,0.027,0.201, 0007900001,28
1,47.042581,0,40.9556202,0,55896.7547,1.016,0,0,0,0,0,0,0,1,0,0,0,2.107,0.001,0.061,0.001,99.999,9.999,-0.013,0.002,0.009,0.002,0.037,0.001,0.065,-0.035,0,-0.1,0.111,-0.039, 0000100044,28
1.7,47.0417755,0,40.9553245,0,55896.8371,1.16,0,0,0,0,0,0,0,0,0,0,0,2.189,0.001,-0.069,0.002,99.999,9.999,0.04,0.001,0.073,0.001,0.107,0.001,0.274,-0.089,0,0.097,0.019,0.116, 0000200007,28
3.2,47.0431975,0,40.9561558,0,55896.8371,1.162,0,0,0,0,0,0,0,0,0,0,0,2.04,0.001,0.019,0.001,99.999,9.999,-0.001,0.001,-0.086,0.001,-0.094,0.001,0.274,-0.089,0,0.097,0.019,0.116, 0000200007,28
2.9,47.0430178,0,40.956199,0,55896.92,1.656,0,0,0,0,0,0,0,0,0,0,0,2.147,0.001,-0.063,0.001,99.999,9.999,0.064,0.001,0.034,0.001,0.053,0.001,-0.065,-0.024,0,-0.04,-0.028,-0.032, 0007800069,28
3.6,47.0432023,0,40.9563482,0,55905.5833,1.246,0,0,0,0,0,0,0,0,0,0,0,2.061,0.001,0.018,0.001,99.999,9.999,0,0.001,0.032,0.001,0.016,0.001,-0.034,-0.013,0,0.002,-0.015,-0.006, 0000200009,28
0.9,47.042416,0,40.9558678,0,55905.7286,1.015,0,0,0,0,0,0,0,0,0,0,0,2.144,0.001,-0.034,0.001,99.999,9.999,0.013,0.001,0.034,0.001,0.008,0.001,-0.006,-0.02,0,-0.018,0.021,0.033, 0007800015,28
2.2,47.041666,0,40.955197,0,55905.8099,1.16,0,0,0,0,0,0,0,0,0,0,0,2.201,0.001,-0.131,0.001,99.999,9.999,0.033,0.001,-0.049,0.001,-0.009,0.001,0.009,-0.051,0,-0.004,0.021,0.002, 0000100044,28
3.1,47.043104,0,40.956212,0,55905.8122,1.162,0,0,0,0,0,0,0,0,0,0,0,2.195,0.001,-0.124,0.001,99.999,9.999,0.088,0.001,-0.065,0.001,0.03,0.001,0.009,-0.051,0,-0.004,0.021,0.002, 0000100044,28
0.7,47.0424905,0,40.955674,0,55905.8931,1.655,0,0,0,0,0,0,0,0,0,0,0,2.201,0.001,-0.006,0.002,99.999,9.999,0.118,0.001,-0.126,0.001,-0.018,0.001,0.067,-0.084,0,-0.014,0.043,0.032, 0007800063,28
2.7,47.0430443,0,40.9560937,0,55910.7187,1.016,0,0,0,0,0,0,0,0,0,0,0,0.816,0.004,1.39,0.005,99.999,9.999,-0.59,0.005,0.214,0.005,-0.777,0.006,3.438,-2.198,0,0.673,-0.357,0.698, 0007800039,28
1.7,47.0428637,0,40.9557353,0,55929.6614,1.015,0,0,0,0,0,0,0,0,0,0,0,2.297,0.001,-0.03,0.001,99.999,9.999,-0.05,0.001,0.03,0.001,-0.052,0.001,-0.027,0.009,0,0.039,0.006,0.069, 0007900001,28
2.8,47.043062,0,40.9561422,0,55929.7446,1.161,0,0,0,0,0,0,0,0,0,0,0,2.179,0.001,0.018,0.001,99.999,9.999,-0.034,0.001,0.026,0.001,0.02,0.001,0.002,-0.063,0,0.018,0.033,0.014, 0000200007,28
2.8,47.043062,0,40.9561422,0,55929.7446,1.162,0,0,0,0,0,0,0,0,0,0,0,2.184,0.001,-0.004,0.001,99.999,9.999,-0.041,0.001,0.038,0.001,0.025,0.001,0.002,-0.063,0,0.018,0.033,0.014, 0000200007,28
1.3,47.0425205,0,40.9559508,0,55929.8287,1.671,0,0,0,0,0,0,0,0,0,0,0,2.184,0.001,-0.023,0.002,99.999,9.999,-0.008,0.001,0.021,0.001,0.004,0.001,0.047,-0.07,0,0.01,0.008,0.018, 0007800063,28
3.6,47.0433103,0,40.9562578,0,55929.8287,1.674,0,0,0,0,0,0,0,0,0,0,0,2.219,0.001,-0.041,0.002,99.999,9.999,0.027,0.001,99.999,9.999,99.999,9.999,0.047,-0.07,0,0.01,0.008,0.018, 0007800063,28
0.3,47.0423088,0,40.9556145,0,55930.6605,1.016,0,0,0,0,0,0,0,0,0,0,0,2.064,0.002,0.122,0.002,99.999,9.999,-0.051,0.002,0.033,0.003,-0.053,0.002,0.621,-0.044,0,0.057,0.087,0.17, 0007800039,28
2.8,47.0430196,0,40.9561476,0,55930.7421,1.163,0,0,0,0,0,0,0,0,0,0,0,2.101,0.001,-0.007,0.001,99.999,9.999,-0.017,0.001,0.024,0.001,-0.015,0.001,0.008,-0.027,0,0.001,0.012,0.025, 0000200007,28
3.2,47.0429473,0,40.9563638,0,55931.5954,1.031,0,0,0,0,0,0,0,0,0,0,0,2.063,0.001,0.012,0.001,99.999,9.999,0.008,0.001,0.024,0.001,0.016,0.001,-0.007,0.002,0,-0.004,0.038,0.037, 0000200009,28
0.6,47.042422,0,40.9555748,0,55931.6577,1.016,0,0,0,0,0,0,0,0,0,0,0,2.145,0.001,-0.02,0.001,99.999,9.999,0.031,0.001,0.034,0.001,0.047,0.001,-0.022,-0.026,0,-0.003,0.002,0.004, 0007800039,28
2.1,47.0427922,0,40.95605,0,55931.7392,1.162,0,0,0,0,0,0,0,0,0,0,0,2.156,0.001,-0.01,0.001,99.999,9.999,0.03,0.001,0.004,0.001,0.032,0.001,0.022,-0.08,0,-0.007,0.05,0.033, 0000200007,28
2.1,47.0427922,0,40.95605,0,55931.7392,1.163,0,0,0,0,0,0,0,0,0,0,0,2.126,0.001,0.005,0.001,99.999,9.999,-0.017,0.001,0.022,0.001,0.002,0.001,0.022,-0.08,0,-0.007,0.05,0.033, 0000200007,28
0.8,47.0424985,0,40.955555,0,55931.8232,1.671,0,0,0,0,0,0,0,0,0,0,0,2.163,0.001,0.011,0.002,99.999,9.999,-0.07,0.002,0.072,0.002,0,0.001,0.001,-0.021,0,-0.02,0.02,-0.013, 0007800063,28
1.2,47.041799,0,40.9558517,0,55931.8235,1.677,0,0,0,0,0,0,0,0,0,0,0,2.519,0.001,-0.402,0.001,99.999,9.999,0.302,0.002,99.999,9.999,99.999,9.999,0.001,-0.021,0,-0.02,0.02,-0.013, 0007800063,28
0.3,47.0420928,0,40.9556185,0,55932.6545,1.016,0,0,0,0,0,0,0,0,0,0,0,2.178,0.001,-0.014,0.001,99.999,9.999,-0.031,0.001,0.057,0.001,-0.006,0.001,-0.01,-0.032,0,-0.019,0.001,0.003, 0007900010,28
2.2,47.0429795,0,40.955901,0,55932.7366,1.163,0,0,0,0,0,0,0,0,0,0,0,2.159,0.001,0.077,0.001,99.999,9.999,-0.033,0.001,-0.009,0.001,-0.032,0.001,0.008,-0.062,0,0.018,0.035,0.033, 0000200007,28
1.2,47.0422738,0,40.956019,0,55932.8203,1.674,0,0,0,0,0,0,0,0,0,0,0,2.129,0.001,-0.046,0.002,99.999,9.999,-0.023,0.001,0.042,0.001,-0.014,0.001,0.02,-0.015,0,-0.005,0.004,0.02, 0007800063,28
1.2,47.0422738,0,40.956019,0,55932.8203,1.671,0,0,0,0,0,0,0,0,0,0,0,2.142,0.001,-0.056,0.002,99.999,9.999,99.999,9.999,99.999,9.999,-0.002,0.001,0.02,-0.015,0,-0.005,0.004,0.02, 0007800063,28
2.7,47.042924,0,40.9562082,0,55933.5879,1.033,0,0,0,0,0,0,0,0,0,0,0,2.073,0.001,-0.005,0.001,99.999,9.999,0.003,0.001,0.004,0.001,0.032,0.001,-0.018,-0.017,0,0.013,0.021,0.001, 0000900002,28
2.1,47.042995,0,40.9557015,0,55933.6518,1.016,0,0,0,0,0,0,0,0,0,0,0,2.13,0.001,-0.017,0.001,99.999,9.999,0,0.001,0.015,0.001,0.035,0.001,-0.024,0.004,0,-0.019,0.025,-0.022, 0007800026,28
1.3,47.042073,0,40.955292,0,55933.7315,1.162,0,0,0,0,0,0,0,0,0,0,0,2.135,0.001,-0.059,0.001,99.999,9.999,0.013,0.001,-0.056,0.001,-0.045,0.001,-0.006,-0.002,0,0.011,0.005,0.008, 0000200007,28
2.1,47.0423972,0,40.9562478,0,55933.8179,1.675,0,0,0,0,0,0,0,0,0,0,0,2.237,0.001,-0.185,0.001,99.999,9.999,0.061,0.001,-0.001,0.001,-0.003,0.001,0.021,-0.006,0,-0.02,0.001,0.035, 0007800063,28
2.3,47.0428575,0,40.9560813,0,55934.5856,1.032,0,0,0,0,0,0,0,0,0,0,0,2.079,0.001,0.102,0.001,99.999,9.999,-0.012,0.001,0.101,0.001,0.043,0.001,-0.008,-0.038,0,-0.033,-0.014,-0.01, 0000200008,28
2.3,47.0428575,0,40.9560813,0,55934.5856,1.033,0,0,0,0,0,0,0,0,0,0,0,2.118,0.001,-0.033,0.001,99.999,9.999,0.029,0.001,0.098,0.001,0.08,0.001,-0.008,-0.038,0,-0.033,-0.014,-0.01, 0000200008,28
0.1,47.0421708,0,40.9556818,0,55934.6482,1.016,0,0,0,0,0,0,0,0,0,0,0,2.16,0.001,-0.069,0.001,99.999,9.999,-0.006,0.001,0.025,0.001,0.002,0.001,-0.004,-0.034,0,0.047,-0.005,0.047, 0007800026,28
2.3,47.0429055,0,40.9560393,0,55934.7311,1.164,0,0,0,0,0,0,0,0,0,0,0,2.252,0.001,-0.111,0.001,99.999,9.999,99.999,9.999,99.999,9.999,0.059,0.001,-0.035,-0.008,0,-0.028,0.017,0.041, 0000200007,28
2.3,47.0429055,0,40.9560393,0,55934.7311,1.163,0,0,0,0,0,0,0,0,0,0,0,2.054,0.001,0.089,0.001,99.999,9.999,-0.047,0.001,-0.026,0.001,-0.138,0.001,-0.035,-0.008,0,-0.028,0.017,0.041, 0000200007,28
2.7,47.0427038,0,40.956319,0,55934.8146,1.675,0,0,0,0,0,0,0,0,0,0,0,2.105,0.001,-0.009,0.002,99.999,9.999,-0.088,0.001,0.076,0.001,-0.06,0.001,-0.004,-0.029,0,-0.031,-0.01,-0.004, 0007800063,28
2.7,47.0427038,0,40.956319,0,55934.8146,1.672,0,0,0,0,0,0,0,0,0,0,0,2.077,0.001,0.023,0.002,99.999,9.999,-0.118,0.001,0.076,0.001,-0.09,0.001,-0.004,-0.029,0,-0.031,-0.01,-0.004, 0007800063,28
3.4,47.0427766,0,40.9565342,0,55937.5798,1.03,0,0,0,0,0,0,0,0,0,0,0,2.094,0.001,-0.022,0.002,99.999,9.999,0.044,0.001,0.05,0.001,0.039,0.001,0.315,-0.032,0,-0.05,0,-0.005, 0000200009,28
0.2,47.0423053,0,40.9556897,0,55937.6385,1.015,0,0,0,0,0,0,0,0,0,0,0,2.14,0.001,-0.035,0.002,99.999,9.999,-0.027,0.002,99.999,9.999,99.999,9.999,0.293,-0.054,0,0.002,0.018,0.027, 0007900001,28
2.6,47.0429525,0,40.9561322,0,55937.6389,1.015,0,0,0,0,0,0,0,0,0,0,0,2.086,0.001,0.047,0.002,99.999,9.999,-0.104,0.002,0.041,0.002,-0.079,0.002,0.293,-0.054,0,0.002,0.018,0.027, 0007900001,28
0.3,47.042142,0,40.955595,0,55937.7245,1.167,0,0,0,0,0,0,0,0,0,0,0,2.139,0.001,-0.025,0.001,99.999,9.999,0.005,0.001,99.999,9.999,99.999,9.999,0.07,-0.04,0,-0.032,0,0.017, 0007900029,28
1.4,47.042721,0,40.9557924,0,55937.806,1.671,0,0,0,0,0,0,0,0,0,0,0,2.153,0.001,-0.073,0.001,99.999,9.999,-0.045,0.001,0.072,0.001,0.018,0.001,0.072,-0.083,0,0.001,0.007,0.007, 0000100044,28
1.4,47.042721,0,40.9557924,0,55937.806,1.674,0,0,0,0,0,0,0,0,0,0,0,2.239,0.001,-0.127,0.002,99.999,9.999,0.042,0.001,0.072,0.001,0.104,0.001,0.072,-0.083,0,0.001,0.007,0.007, 0000100044,28
2.1,47.0427612,0,40.9560797,0,55940.5688,1.033,0,0,0,0,0,0,0,0,0,0,0,2.08,0.001,-0.016,0.001,99.999,9.999,-0.02,0.001,0.029,0.001,-0.018,0.001,-0.028,0.008,0,-0.013,0.021,0.026, 0000200014,28
1.3,47.0418535,0,40.955413,0,55940.6302,1.015,0,0,0,0,0,0,0,0,0,0,0,2.132,0.001,-0.014,0.001,99.999,9.999,-0.004,0.001,-0.029,0.001,-0.05,0.001,-0.01,-0.025,0,0,0.019,0.027, 0007900036,28
1.6,47.0427153,0,40.9559175,0,55940.7144,1.164,0,0,0,0,0,0,0,0,0,0,0,2.219,0.001,-0.068,0.001,99.999,9.999,0.075,0.001,0.005,0.001,0.079,0.001,-0.013,-0.041,0,-0.03,0.016,-0.022, 0000200007,28
1.2,47.0425547,0,40.9559052,0,55940.7978,1.671,0,0,0,0,0,0,0,0,0,0,0,2.137,0.001,0.077,0.002,99.999,9.999,-0.065,0.001,-0.024,0.001,-0.1,0.001,-0.007,-0.035,0,-0.027,0.001,-0.025, 0007800063,28
0.5,47.0422643,0,40.955531,0,55944.6182,1.015,0,0,0,0,0,0,0,0,0,0,0,2.112,0.001,0.015,0.001,99.999,9.999,-0.012,0.001,0.01,0.001,-0.004,0.001,-0.016,-0.025,0,0.004,0.034,0.031, 0007900025,28
2.2,47.041994,0,40.955069,0,55944.7012,1.163,0,0,0,0,0,0,0,0,0,0,0,2.114,0.001,-0.054,0.001,99.999,9.999,0.021,0.001,-0.025,0.001,-0.062,0.001,0.008,-0.046,0,-0.003,0.027,0.073, 0000200007,28
2.3,47.0428592,0,40.956112,0,55944.7033,1.164,0,0,0,0,0,0,0,0,0,0,0,2.1,0.001,-0.008,0.001,99.999,9.999,-0.022,0.001,0.021,0.001,-0.059,0.001,0.008,-0.046,0,-0.003,0.027,0.073, 0000200007,28
1.9,47.0427655,0,40.9559865,0,55944.7866,1.672,0,0,0,0,0,0,0,0,0,0,0,2.09,0.001,-0.036,0.001,99.999,9.999,-0.017,0.001,-0.034,0.001,-0.085,0.001,0,-0.074,0,-0.01,0.019,0.033, 0007800063,28
3.4,47.0431332,0,40.9563102,0,55945.5551,1.032,0,0,0,0,0,0,0,0,0,0,0,2.059,0.001,-0.009,0.001,99.999,9.999,-0.017,0.001,0.065,0.001,0.053,0.001,0.047,-0.06,0,-0.003,-0.002,-0.016, 0000200009,28
3.4,47.0431332,0,40.9563102,0,55945.5551,1.033,0,0,0,0,0,0,0,0,0,0,0,2.078,0.001,-0.019,0.001,99.999,9.999,-0.021,0.001,0.087,0.001,0.072,0.001,0.047,-0.06,0,-0.003,-0.002,-0.016, 0000200009,28
0.1,47.0421373,0,40.95566,0,55945.6168,1.015,0,0,0,0,0,0,0,0,0,0,0,2.086,0.001,0.028,0.001,99.999,9.999,-0.065,0.001,0.06,0.001,0.022,0.001,-0.039,-0.033,0,-0.002,0.019,-0.015, 0007900028,28
2.5,47.04302,0,40.9560445,0,55945.7008,1.166,0,0,0,0,0,0,0,0,0,0,0,2.066,0.001,0.082,0.001,99.999,9.999,-0.074,0.001,0.074,0.001,-0.004,0.001,-0.017,-0.059,0,0.027,0,0.026, 0000200007,28
2,47.0427017,0,40.9560853,0,55945.7841,1.672,0,0,0,0,0,0,0,0,0,0,0,2.184,0.001,-0.058,0.001,99.999,9.999,0.045,0.001,0.023,0.001,0.066,0.001,-0.052,-0.035,0,-0.034,0.002,-0.036, 0007800063,28
3.4,47.0430393,0,40.9563933,0,55946.5529,1.031,0,0,0,0,0,0,0,0,0,0,0,2.214,0.001,0.024,0.001,99.999,9.999,0.013,0.001,-0.016,0.001,-0.007,0.001,-0.006,-0.041,0,0.037,0.014,0.047, 0000200011,28
2.1,47.0429077,0,40.9559457,0,55946.6166,1.017,0,0,0,0,0,0,0,0,0,0,0,2.675,0.001,0.056,0.002,99.999,9.999,0.033,0.002,0.018,0.003,0.045,0.002,-0.049,-0.074,0,0.015,0.008,0.021, 0007900036,28
2.1,47.0429077,0,40.9559457,0,55946.6166,1.017,0,0,0,0,0,0,0,0,0,0,0,2.64,0.001,0.099,0.002,99.999,9.999,-0.029,0.002,0.045,0.003,0.011,0.002,-0.049,-0.074,0,0.015,0.008,0.021, 0007900036,28
1.5,47.0427804,0,40.955759,0,55946.6974,1.163,0,0,0,0,0,0,0,0,0,0,0,3.239,0.002,0.122,0.003,99.999,9.999,0.135,0.003,0.071,0.003,0.141,0.003,-0.037,-0.092,0,-0.044,0.011,0.025, 0000200007,28
1.5,47.0427804,0,40.955759,0,55946.6974,1.164,0,0,0,0,0,0,0,0,0,0,0,3.234,0.002,0.164,0.003,99.999,9.999,0.109,0.003,0.093,0.003,0.138,0.003,-0.037,-0.092,0,-0.044,0.011,0.025, 0000200007,28
2.2,47.0428133,0,40.9561095,0,55946.781,1.67,0,0,0,0,0,0,0,0,0,0,0,2.818,0.002,0.171,0.003,99.999,9.999,0.069,0.003,0.085,0.003,0.136,0.003,0.004,-0.083,0,-0.03,-0.025,-0.045, 0007800063,28
2.8,47.0429788,0,40.9562065,0,55947.5629,1.02,0,0,0,0,0,0,0,0,0,0,0,2.111,0.001,-0.014,0.001,99.999,9.999,0.026,0.001,0.049,0.001,0.048,0.001,-0.041,-0.01,0,-0.009,-0.033,-0.023, 0000200009,28
2.8,47.0429788,0,40.9562065,0,55947.5629,1.02,0,0,0,0,0,0,0,0,0,0,0,2.1,0.001,-0.003,0.001,99.999,9.999,0.015,0.001,0.049,0.001,0.037,0.001,-0.041,-0.01,0,-0.009,-0.033,-0.023, 0000200009,28
0.9,47.042038,0,40.9554274,0,55947.6131,1.016,0,0,0,0,0,0,0,0,0,0,0,2.085,0.001,-0.012,0.001,99.999,9.999,-0.044,0.001,0.04,0.001,-0.024,0.001,0.001,0.016,0,0.033,0.002,0.048, 0000801743,28
0.9,47.042038,0,40.9554274,0,55947.6131,1.016,0,0,0,0,0,0,0,0,0,0,0,2.068,0.001,0.016,0.001,99.999,9.999,-0.061,0.001,0.04,0.001,-0.041,0.001,0.001,0.016,0,0.033,0.002,0.048, 0000801743,28
3.2,47.043052,0,40.956302,0,55947.6152,1.017,0,0,0,0,0,0,0,0,0,0,0,2.102,0.001,-0.018,0.001,99.999,9.999,-0.023,0.001,0.043,0.001,0,0.001,0.001,0.016,0,0.033,0.002,0.048, 0000801743,28
1.1,47.0425388,0,40.9558612,0,55947.6948,1.164,0,0,0,0,0,0,0,0,0,0,0,2.095,0.001,-0.016,0.001,99.999,9.999,-0.006,0.001,0.038,0.001,-0.021,0.001,0.004,-0.036,0,-0.009,-0.009,0.028, 0000200007,28
2.8,47.0428572,0,40.956284,0,55947.7771,1.664,0,0,0,0,0,0,0,0,0,0,0,2.126,0.001,0.078,0.001,99.999,9.999,-0.015,0.001,-0.016,0.001,-0.027,0.001,0.005,-0.084,0,0.01,0.021,0.019, 0007800057,28
